match_id,snapshot_id,hand_id,hand_number,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR4DFQFZ4H0QXMYDZBNHVZ,,,hermes,match_start,5000000,0,5000000,2026-05-11T14:47:50.007715+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR4DP70ZETF37WT1W3VK01,,,openclaw,match_start,5000000,0,5000000,2026-05-11T14:47:50.215183+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR4EQ1C4D997MC1BQDHZ1G,01KRBR4EPXGPN35606JY4QVCAJ,1,hermes,hand_start,5000000,0,5000000,2026-05-11T14:47:51.265807+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR4EQ201YTQ6CR7NM8CQBY,01KRBR4EPXGPN35606JY4QVCAJ,1,openclaw,hand_start,5000000,0,5000000,2026-05-11T14:47:51.266437+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR5X7W7B87982QW3EHQ02E,01KRBR4EPXGPN35606JY4QVCAJ,1,hermes,hand_end,4400000,10150,4389850,2026-05-11T14:48:38.908500+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR5X81Z36K9VWRFT40TYAQ,01KRBR4EPXGPN35606JY4QVCAJ,1,openclaw,hand_end,5600000,1576,5598424,2026-05-11T14:48:38.913316+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR5YKNH4CKJ27HK05PFDDX,01KRBR5YKGMGW1WBRPWNCXCKQH,2,hermes,hand_start,4400000,12680,4387320,2026-05-11T14:48:40.309547+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR5YKPNAEA13TM2T9P53P6,01KRBR5YKGMGW1WBRPWNCXCKQH,2,openclaw,hand_start,5600000,1576,5598424,2026-05-11T14:48:40.310547+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR7K5TPWC8YKD4GZRCDC9K,01KRBR5YKGMGW1WBRPWNCXCKQH,2,hermes,hand_end,4650000,20170,4629830,2026-05-11T14:49:34.138482+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR7K5YW6T4BB5695R5HKR7,01KRBR5YKGMGW1WBRPWNCXCKQH,2,openclaw,hand_end,5350000,4074,5345926,2026-05-11T14:49:34.142939+00:00
01KRBR4D5VHCS6ZTEM0HVD76JM,01KRBR7MHXERJ524SEQN4SX00S,01KRBR7MHTY0JMF3JGHF8NMCVK,3,hermes,hand_start,4650000,20170,4629830,2026-05-11T14:49:35.549360+00:00
